Polarity,Method,K,Feature Set,Season
0.5617105833716514,Lloyds (KM++),5,0 3,2016
0.5617049418187469,Lloyds (KM++),7,1 3 4 5,2014
0.5616377713614641,Lloyds (KM++),6,0 1 2 5 6,2016
0.5615450143800981,Lloyds (KM++),7,1 2 6,2012
0.5615145260656097,Lloyds (KM++),7,0 1 3 4 5,2016
0.5615145260656097,Lloyds (KM++),7,0 1 2 3 5 6,2016
0.5609937358071672,Lloyds (KM++),7,3 5,2014
0.5609330645719118,Lloyds (KM++),7,2 3 5 6,2016
0.5609290115767269,Lloyds (KM++),7,1 3 5,2014
0.5608577286101196,Lloyds (KM++),7,0 4 5,2014
0.5608577286101196,Lloyds (KM++),7,0 1 2 3 5 6,2014
0.5608466220496295,Lloyds (KM++),5,2 3 5,2016
0.5605872879370322,Lloyds (KM++),8,2 3 4,2012
0.5602241590726919,Lloyds (KM++),8,1 3 5 6,2014
0.5601583797273463,Lloyds (KM++),7,1 4 6,2012
0.5601308032414082,Lloyds (KM++),7,1 6,2011
0.5590541667780061,Lloyds (KM++),8,1 2 3 4 5,2012
0.5589651785110779,Lloyds (KM++),8,3 4,2015
0.5588466868228773,Lloyds (KM++),8,1 4 5,2016
0.5587519732390192,Lloyds (KM++),8,0 1 2 4 6,2015
0.5586407305365245,Lloyds (KM++),7,4,2014
0.5586407305365245,Lloyds (KM++),7,0 1 4,2014
0.5586407305365245,Lloyds (KM++),7,1 2 4,2014
0.5586407305365245,Lloyds (KM++),7,1 2 3 4 5 6,2014
0.5586407305365244,Lloyds (KM++),7,3 4 5,2014
0.5584823483607223,Lloyds (KM++),8,4 5 6,2016
0.5582020944167192,Lloyds (KM++),8,1 3 4 5,2014
0.5582020944167192,Lloyds (KM++),8,0 2 3 4 5 6,2014
0.5579751812236412,Lloyds (KM++),8,0 1 3 4 5,2016
0.5576276124484881,Lloyds (KM++),7,0 1 2 4 5,2016
0.5575614318940237,Lloyds (KM++),8,0 2 5 6,2015
0.5575363527294743,Lloyds (KM++),8,2 3 4 5 6,2012
0.5569120812446731,Lloyds (KM++),8,0 4 5 6,2015
0.5567254295404067,Lloyds (KM++),7,0 3,2011
0.5556424216943452,Lloyds (KM++),5,2 4 5,2016
0.5555160696447016,Lloyds (KM++),8,0 3 5,2013
0.5554894754857274,Lloyds (KM++),8,0 2 3 4 5,2013
0.555407783066838,Lloyds (KM++),8,0 1 4 6,2014
0.5552211163936063,Lloyds (KM++),8,0 5 6,2014
0.5551087070823912,Lloyds (KM++),8,0 1 3 4 5,2012
0.5550636401883988,Lloyds (KM++),8,0 1 4 6,2015
0.5549970263847503,Lloyds (KM++),8,3 4 5 6,2015
0.5546668313955548,Lloyds (KM++),8,1 2 3 6,2013
0.5541766220479967,Lloyds (KM++),8,0 1 3 4 6,2016
0.5540864911184621,Lloyds (KM++),8,4 6,2014
0.554086491118462,Lloyds (KM++),8,1 4 5 6,2014
0.553632000321402,Lloyds (KM++),8,4 5 6,2014
0.553632000321402,Lloyds (KM++),8,0 2 3 4,2014
0.5532974348120728,Lloyds (KM++),7,0 4,2014
0.5530830701980568,Lloyds (KM++),4,0 2 4 5,2016
0.5530830701980568,Lloyds (KM++),4,0 3 5 6,2016
0.5530830701980568,Lloyds (KM++),4,2 3 4 6,2016
0.5530830701980568,Lloyds (KM++),4,3 4 5 6,2016
0.5530830701980568,Lloyds (KM++),4,0 2 3 4 6,2016
0.5530830701980568,Lloyds (KM++),4,1 2 3 4 6,2016
0.5530830701980568,Lloyds (KM++),4,0 1 2 3 4 5,2016
0.5527975971147512,Lloyds (KM++),4,0 4,2016
0.5527975971147512,Lloyds (KM++),4,0 6,2016
0.5527975971147512,Lloyds (KM++),4,1 3,2016
0.5527975971147512,Lloyds (KM++),4,1 4,2016
0.5527975971147512,Lloyds (KM++),4,1 6,2016
0.5527975971147512,Lloyds (KM++),4,2 4,2016
0.5527975971147512,Lloyds (KM++),4,2 5,2016
0.5527975971147512,Lloyds (KM++),4,0 2 4,2016
0.5527975971147512,Lloyds (KM++),4,0 3 5,2016
0.5527975971147512,Lloyds (KM++),4,1 3 5,2016
0.5527975971147512,Lloyds (KM++),4,0 2 3 6,2016
0.5527975971147512,Lloyds (KM++),4,1 2 3 4,2016
0.5527975971147512,Lloyds (KM++),4,0 1 2 4 5,2016
0.5527975971147512,Lloyds (KM++),4,0 1 3 4 6,2016
0.5527975971147512,Lloyds (KM++),4,0 2 4 5 6,2016
0.5527975971147512,Lloyds (KM++),4,0 1 2 3 5 6,2016
0.5521304569481338,Lloyds (KM++),4,2 3 4 5 6,2016
0.5512541592908979,Lloyds (KM++),7,0 2 3,2014
0.5511770695364445,Lloyds (KM++),8,1 3 4 5 6,2013
0.5510907227277576,Lloyds (KM++),8,0 1 5 6,2013
0.5510566979316979,Lloyds (KM++),8,1 2 4 5 6,2010
0.5506364355975738,Lloyds (KM++),8,0 1 3 5 6,2011
0.5505220735123362,Lloyds (KM++),8,0 1,2013
0.5500085907764942,Lloyds (KM++),4,1 2 3,2016
0.5500085907764942,Lloyds (KM++),4,2 3 4 5,2016
0.5500085907764942,Lloyds (KM++),4,1 2 3 5 6,2016
0.5500085907764942,Lloyds (KM++),4,1 3 4 5 6,2016
0.5500085907764941,Lloyds (KM++),4,6,2016
0.5500085907764941,Lloyds (KM++),4,0 1,2016
0.5500085907764941,Lloyds (KM++),4,4 5,2016
0.5500085907764941,Lloyds (KM++),4,0 1 5,2016
0.5500085907764941,Lloyds (KM++),4,0 3 6,2016
0.5500085907764941,Lloyds (KM++),4,3 4 6,2016
0.5500085907764941,Lloyds (KM++),4,0 2 4 6,2016
0.5500085907764941,Lloyds (KM++),4,0 1 2 5 6,2016
0.5500085907764941,Lloyds (KM++),4,0 2 3 5 6,2016
0.5500085907764941,Lloyds (KM++),4,0 3 4 5 6,2016
0.5500085907764941,Lloyds (KM++),4,0 1 2 3 4 6,2016
0.549993903637621,Lloyds (KM++),8,0 1 4 5,2014
0.549978901817137,Lloyds (KM++),8,0 1 4 5 6,2013
0.5499118693241659,Lloyds (KM++),7,0 1 5,2013
0.5496938573958828,Lloyds (KM++),8,0 6,2014
0.5496938573958828,Lloyds (KM++),8,0 1 3 4,2014
0.5496938573958828,Lloyds (KM++),8,0 1 4 5 6,2014
0.5493783566349938,Lloyds (KM++),5,0 4,2016
0.5492818584923849,Lloyds (KM++),4,0 2 3 4,2016
0.5492818584923849,Lloyds (KM++),4,0 1 2 3 5,2016
0.5492818584923849,Lloyds (KM++),4,0 1 2 3 4 5 6,2016
0.5492818584923848,Lloyds (KM++),4,1 2,2016
0.5492050448526044,Lloyds (KM++),8,3,2014
0.5486175604232891,Lloyds (KM++),8,0 5,2010
0.5482971261078472,Lloyds (KM++),8,0 1 2 3 4 6,2014
0.5482458649125317,Lloyds (KM++),5,3 4,2016
0.5482458649125317,Lloyds (KM++),5,0 2 3 4 6,2016
0.5482458649125317,Lloyds (KM++),5,0 2 3 4 5 6,2016
0.5482458649125316,Lloyds (KM++),5,0 2 4,2016
0.5482458649125316,Lloyds (KM++),5,0 2 4 5,2016
0.5482458649125316,Lloyds (KM++),5,0 1 3 4 5 6,2016
0.5480830720039354,Lloyds (KM++),4,0 6,2014
0.5480830720039354,Lloyds (KM++),4,1 2,2014
0.5480830720039354,Lloyds (KM++),4,2 4,2014
0.5480830720039354,Lloyds (KM++),4,4 5,2014
0.5480830720039354,Lloyds (KM++),4,0 1 5,2014
0.5480830720039354,Lloyds (KM++),4,0 1 6,2014
0.5480830720039354,Lloyds (KM++),4,1 3 5,2014
0.5480830720039354,Lloyds (KM++),4,1 5 6,2014
0.5480830720039354,Lloyds (KM++),4,0 1 2 3,2014
0.5480830720039354,Lloyds (KM++),4,0 1 3 5,2014
0.5480830720039354,Lloyds (KM++),4,0 2 3 4,2014
0.5480830720039354,Lloyds (KM++),4,0 3 4 6,2014
0.5480830720039354,Lloyds (KM++),4,1 2 3 6,2014
0.5480830720039354,Lloyds (KM++),4,1 2 5 6,2014
0.5480830720039354,Lloyds (KM++),4,1 3 4 6,2014
0.5480830720039354,Lloyds (KM++),4,0 1 2 3 6,2014
0.5480830720039354,Lloyds (KM++),4,0 2 3 4 5,2014
0.5480830720039354,Lloyds (KM++),4,1 3 4 5 6,2014
0.5480830720039354,Lloyds (KM++),4,0 1 3 4 5 6,2014
0.5476058239951213,Lloyds (KM++),4,1,2016
0.5476058239951213,Lloyds (KM++),4,0 5,2016
0.5476058239951213,Lloyds (KM++),4,3 4,2016
0.5476058239951213,Lloyds (KM++),4,0 1 2,2016
0.5476058239951213,Lloyds (KM++),4,0 1 3,2016
0.5476058239951213,Lloyds (KM++),4,0 1 4,2016
0.5476058239951213,Lloyds (KM++),4,0 1 6,2016
0.5476058239951213,Lloyds (KM++),4,0 3 4,2016
0.5476058239951213,Lloyds (KM++),4,1 3 6,2016
0.5476058239951213,Lloyds (KM++),4,2 3 4,2016
0.5476058239951213,Lloyds (KM++),4,2 3 5,2016
0.5476058239951213,Lloyds (KM++),4,2 3 6,2016
0.5476058239951213,Lloyds (KM++),4,2 4 5,2016
0.5476058239951213,Lloyds (KM++),4,0 1 2 6,2016
0.5476058239951213,Lloyds (KM++),4,0 1 3 5,2016
0.5476058239951213,Lloyds (KM++),4,0 1 4 6,2016
0.5476058239951213,Lloyds (KM++),4,0 3 4 5,2016
0.5476058239951213,Lloyds (KM++),4,1 2 5 6,2016
0.5476058239951213,Lloyds (KM++),4,1 3 4 6,2016
0.5476058239951213,Lloyds (KM++),4,0 1 2 4 6,2016
0.5476058239951213,Lloyds (KM++),4,0 1 3 5 6,2016
0.5474983201203231,Lloyds (KM++),6,0,2015
0.5474438604873387,Lloyds (KM++),6,2 3 6,2015
0.5474206097173706,Lloyds (KM++),4,1,2014
0.5474206097173706,Lloyds (KM++),4,0 1 5 6,2014
0.5473129691152947,Lloyds (KM++),8,0 1 3 4 6,2014
0.5471212121212121,Lloyds (KM++),4,1 4 5 6,2014
0.5466962178312886,Lloyds (KM++),8,0 1 4,2015
0.5465955723222023,Lloyds (KM++),5,1 3 5 6,2014
0.5464580953389381,Lloyds (KM++),7,1 5 6,2011
0.5464383340865022,Lloyds (KM++),8,3 4 5,2013
0.5462326842436884,Lloyds (KM++),7,0 1 3 5,2016
0.5460689185657897,Lloyds (KM++),7,4 6,2014
0.5460580485380537,Lloyds (KM++),8,0 3 4 5,2013
0.5459976090509467,Lloyds (KM++),7,1 2,2014
0.5459976090509467,Lloyds (KM++),7,0 1 2 3 5,2014
0.5459976090509466,Lloyds (KM++),7,1 2 3,2014
0.5459941443237292,Lloyds (KM++),6,0 1 4 6,2011
0.5459941443237292,Lloyds (KM++),6,0 1 5 6,2011
0.5458536443032498,Lloyds (KM++),8,0 1 2 4 5,2013
0.5457121331688863,Lloyds (KM++),7,3 6,2014
0.5456162540654118,Lloyds (KM++),8,0 1 3,2012
0.5449784358610799,Lloyds (KM++),7,1 4 5,2014
0.5449784358610799,Lloyds (KM++),7,2 3 4 6,2014
0.5449784358610799,Lloyds (KM++),7,3 4 5 6,2014
0.5446589008338162,Lloyds (KM++),8,0 2 6,2012
0.5445660808875302,Lloyds (KM++),5,0 1 3 5 6,2016
0.5443795360092126,Lloyds (KM++),6,0 2,2012
0.5443795360092126,Lloyds (KM++),6,1 2 3 6,2012
0.5443795360092126,Lloyds (KM++),6,1 2 3 4 5,2012
0.5443671992250975,Lloyds (KM++),7,2,2012
0.544151135409441,Lloyds (KM++),8,1 4 6,2012
0.5440100847480961,Lloyds (KM++),8,1 4 5,2014
0.5439023854525925,Lloyds (KM++),7,3 6,2012
0.5438261791202967,Lloyds (KM++),5,1 2 3,2012
0.5438261791202967,Lloyds (KM++),5,1 4 6,2012
0.5438237173616357,Lloyds (KM++),6,0 1 2 3 4,2011
0.5436021797121267,Lloyds (KM++),8,0 2 3 5,2015
0.5435773971308326,Lloyds (KM++),8,1 3 4 6,2013
0.54354569052752,Lloyds (KM++),4,0 1 2 5,2014
0.5435456905275199,Lloyds (KM++),4,5,2014
0.5435456905275199,Lloyds (KM++),4,0 1 4 5,2014
0.5434647009167578,Lloyds (KM++),8,0 4 5 6,2014
0.543296611460764,Lloyds (KM++),6,4 5 6,2014
0.5432873245916724,Lloyds (KM++),5,1 2 5 6,2016
0.5432008682131295,Lloyds (KM++),8,0 4 5,2014
0.5431564295900034,Lloyds (KM++),8,3,2010
0.5431493858739513,Lloyds (KM++),8,1 4,2012
0.5430847684923772,Lloyds (KM++),8,2 3 4 6,2014
0.5430492424242425,Lloyds (KM++),8,2 5,2016
0.5429866069454689,Lloyds (KM++),8,0 2 4,2011
0.5429757092274338,Lloyds (KM++),8,0 1 3,2014
0.5429407681392231,Lloyds (KM++),8,3 4 6,2014
0.5429407681392231,Lloyds (KM++),8,0 1 3 4 5,2014
0.5426455099431294,Lloyds (KM++),8,0 3 4 6,2014
0.5425710594315245,Lloyds (KM++),5,0 1 4 5 6,2016
0.5425456657163974,Lloyds (KM++),8,2 4,2012
0.5423951838950813,Lloyds (KM++),7,1 2 3,2015
0.5422512162141714,Lloyds (KM++),8,1 2 3 4 5,2013
0.5421307030927752,Lloyds (KM++),8,0 3 4 6,2015
0.5420809973637631,Lloyds (KM++),7,2 5,2014
0.5420809973637631,Lloyds (KM++),7,0 1 2 5 6,2014
0.5420809973637631,Lloyds (KM++),7,0 1 2 4 5 6,2014
0.5420414238949507,Lloyds (KM++),8,0 2 3 4 6,2015
0.5418753046615872,Lloyds (KM++),8,2 3 5 6,2014
0.5417470757154234,Lloyds (KM++),8,4 5,2012
0.5415582503634748,Lloyds (KM++),8,3 6,2011
0.5406044635452791,Lloyds (KM++),6,0 2 3 4 5,2011
0.5404832531231478,Lloyds (KM++),7,1 3 6,2014
0.5404480108951516,Lloyds (KM++),5,6,2014
0.540373214436183,Lloyds (KM++),8,0 1 2 3,2010
0.5402774416749573,Lloyds (KM++),6,0 1 2 3 4 6,2012
0.5402460406062111,Lloyds (KM++),6,0 1 4,2011
0.5396483516483517,Lloyds (KM++),7,1 3 5,2012
0.539614030508637,Lloyds (KM++),8,4 5,2014
0.539614030508637,Lloyds (KM++),8,0 1 6,2014
0.5395329102715467,Lloyds (KM++),4,4 5 6,2016
0.539431295263793,Lloyds (KM++),7,2 3 4 5,2012
0.5393915176954095,Lloyds (KM++),8,0 6,2012
0.5393656843561189,Lloyds (KM++),7,4 5 6,2014
0.5393576684992679,Lloyds (KM++),5,1 2 3 5,2012
0.5392910932279695,Lloyds (KM++),7,0 1 4 5 6,2011
0.5392910932279694,Lloyds (KM++),7,0 1 3 4 5 6,2011
0.5392318258199137,Lloyds (KM++),6,1 2 4 5,2015
0.5389104707579334,Lloyds (KM++),8,0 2 5,2012
0.5388046801683165,Lloyds (KM++),4,5 6,2016
0.5388046801683165,Lloyds (KM++),4,1 5 6,2016
0.5386873924597709,Lloyds (KM++),8,1 2 4,2011
0.5386258253774656,Lloyds (KM++),8,2,2013
0.5384777017322897,Lloyds (KM++),8,1 2,2014
0.5384459395466902,Lloyds (KM++),8,1 4 5,2013
0.5382520890330461,Lloyds (KM++),5,0 2 5,2014
0.5381331527552763,Lloyds (KM++),7,0 3 6,2014
0.5379811612244203,Lloyds (KM++),8,1 2 4,2013
0.5374812800349192,Lloyds (KM++),7,0 2 4 6,2014
0.537338411515595,Lloyds (KM++),5,0 2 3 4,2014
0.537338411515595,Lloyds (KM++),5,0 1 3 4 5,2014
0.537183544972427,Lloyds (KM++),8,0 2 3 6,2015
0.5371207729468599,Lloyds (KM++),5,1 3 4 5,2014
0.5370272491196405,Lloyds (KM++),8,0 2 3 4,2012
0.5369664649076414,Lloyds (KM++),5,1 6,2016
0.5369281156045862,Lloyds (KM++),8,2 4 5 6,2012
0.5368520131961814,Lloyds (KM++),8,0 2 3 4,2015
0.5366719826658053,Lloyds (KM++),4,1 2 4 5,2014
0.5366719826658053,Lloyds (KM++),4,0 1 2 4 5,2014
0.5366374688642995,Lloyds (KM++),8,0 4 5 6,2012
0.5365966601599211,Lloyds (KM++),6,0 2 6,2016
0.5361967479674796,Lloyds (KM++),5,0 1 2,2016
0.5361179992826052,Lloyds (KM++),8,1 5 6,2013
0.5360460404714916,Lloyds (KM++),8,4 5 6,2010
0.5359618550626265,Lloyds (KM++),8,3 4 5,2015
0.5358918414793991,Lloyds (KM++),7,1 2 3 4 5 6,2012
0.5353380360210084,Lloyds (KM++),8,2 3,2012
0.5353380360210083,Lloyds (KM++),8,0 2 3 5 6,2012
0.5351504971919882,Lloyds (KM++),8,1 2 3 5 6,2013
0.5350539811066127,Lloyds (KM++),4,0 2 3,2016
0.5350539811066127,Lloyds (KM++),4,1 2 4,2016
0.5350539811066127,Lloyds (KM++),4,0 3 4 6,2016
0.5350539811066127,Lloyds (KM++),4,0 1 2 3 4,2016
0.5350539811066127,Lloyds (KM++),4,1 2 4 5 6,2016
0.5350539811066127,Lloyds (KM++),5,2 3 4 5 6,2016
0.5350539811066126,Lloyds (KM++),4,0,2016
0.5350539811066126,Lloyds (KM++),4,3,2016
0.5350539811066126,Lloyds (KM++),4,4,2016
0.5350539811066126,Lloyds (KM++),4,5,2016
0.5350539811066126,Lloyds (KM++),4,0 3,2016
0.5350539811066126,Lloyds (KM++),4,2 6,2016
0.5350539811066126,Lloyds (KM++),4,3 5,2016
0.5350539811066126,Lloyds (KM++),4,3 6,2016
0.5350539811066126,Lloyds (KM++),4,4 6,2016
0.5350539811066126,Lloyds (KM++),4,0 2 5,2016
0.5350539811066126,Lloyds (KM++),4,0 4 5,2016
0.5350539811066126,Lloyds (KM++),4,0 4 6,2016
0.5350539811066126,Lloyds (KM++),4,1 2 5,2016
0.5350539811066126,Lloyds (KM++),4,1 2 6,2016
0.5350539811066126,Lloyds (KM++),4,1 4 5,2016
0.5350539811066126,Lloyds (KM++),4,1 4 6,2016
0.5350539811066126,Lloyds (KM++),4,2 4 6,2016
0.5350539811066126,Lloyds (KM++),4,2 5 6,2016
0.5350539811066126,Lloyds (KM++),4,3 4 5,2016
0.5350539811066126,Lloyds (KM++),4,3 5 6,2016
0.5350539811066126,Lloyds (KM++),4,0 1 2 4,2016
0.5350539811066126,Lloyds (KM++),4,0 1 4 5,2016
0.5350539811066126,Lloyds (KM++),4,0 1 5 6,2016
0.5350539811066126,Lloyds (KM++),4,0 2 3 5,2016
0.5350539811066126,Lloyds (KM++),4,0 2 5 6,2016
0.5350539811066126,Lloyds (KM++),4,1 2 3 5,2016
0.5350539811066126,Lloyds (KM++),4,1 2 4 5,2016
0.5350539811066126,Lloyds (KM++),4,1 3 5 6,2016
0.5350539811066126,Lloyds (KM++),4,2 3 5 6,2016
0.5350539811066126,Lloyds (KM++),4,2 4 5 6,2016
0.5350539811066126,Lloyds (KM++),4,0 1 2 3 6,2016
0.5350539811066126,Lloyds (KM++),4,0 1 4 5 6,2016
0.5350539811066126,Lloyds (KM++),4,0 2 3 4 5,2016
0.5350539811066126,Lloyds (KM++),4,1 2 3 4 5,2016
0.5350539811066126,Lloyds (KM++),4,0 1 2 4 5 6,2016
0.5350539811066126,Lloyds (KM++),4,1 2 3 4 5 6,2016
0.5350539811066126,Lloyds (KM++),5,2 5,2016
0.5350539811066126,Lloyds (KM++),5,0 1 2 4,2016
0.5350539811066126,Lloyds (KM++),5,0 1 3 4 5,2016
0.5350539811066126,Lloyds (KM++),6,1 3 4 6,2016
0.5347738641475484,Lloyds (KM++),5,3 4 5,2014
0.5347558525363003,Lloyds (KM++),8,0 1 2 4,2014
0.5346581989439132,Lloyds (KM++),5,0 1 6,2014
0.5346581989439132,Lloyds (KM++),5,0 3 5,2014
0.5346581989439132,Lloyds (KM++),5,2 4 5,2014
0.5346581989439132,Lloyds (KM++),5,1 3 4 6,2014
0.5346581989439132,Lloyds (KM++),5,0 1 2 4 5,2014
0.5345315790628291,Lloyds (KM++),8,0 1 2 3,2012
0.5343643565623275,Lloyds (KM++),7,0 1 6,2015
0.533887052575077,Lloyds (KM++),6,0 2 3 4 5 6,2016
0.5338190986216662,Lloyds (KM++),5,1 2 4 6,2014
0.5336895947830612,Lloyds (KM++),8,2,2014
0.5334246825689524,Lloyds (KM++),8,5 6,2012
0.5332351075219598,Lloyds (KM++),6,0 1 3 4 5 6,2014
0.5332276389494699,Lloyds (KM++),8,0 1 2 5,2014
0.5331280510252888,Lloyds (KM++),7,3 4 6,2015
0.5331280510252888,Lloyds (KM++),7,0 2 3 4 5,2015
0.5330085762976047,Lloyds (KM++),7,2 3 4 6,2012
0.5325729893998046,Lloyds (KM++),4,0 1 3 6,2014
0.5325729893998046,Lloyds (KM++),4,0 1 2 3 5 6,2014
0.532519063550413,Lloyds (KM++),5,1,2016
0.532519063550413,Lloyds (KM++),5,0 1 3,2016
0.532519063550413,Lloyds (KM++),5,0 1 5,2016
0.531927762531885,Lloyds (KM++),8,2 3,2011
0.5318169761273209,Lloyds (KM++),8,3 6,2015
0.5316319880323316,Lloyds (KM++),6,0 1 3,2013
0.5315863406036572,Lloyds (KM++),5,1 5,2015
0.5315642478630594,Lloyds (KM++),7,1 6,2012
0.5315642478630594,Lloyds (KM++),7,1 2 3 4 5,2012
0.5315553589663811,Lloyds (KM++),7,1 5,2012
0.5315553589663811,Lloyds (KM++),7,0 1 4,2012
0.5315553589663811,Lloyds (KM++),7,1 3 4,2012
0.5315553589663811,Lloyds (KM++),7,0 4 5 6,2012
0.5315497385111828,Lloyds (KM++),7,1 2 3 6,2012
0.5314647476473732,Lloyds (KM++),6,1 4,2011
0.5311615387865996,Lloyds (KM++),8,0 1 2 4 5,2012
0.5308861117059207,Lloyds (KM++),8,2 3 5 6,2012
0.5308549577180931,Lloyds (KM++),8,0 3 4,2011
0.5307574275997368,Lloyds (KM++),5,0 3 6,2014
0.5307574275997368,Lloyds (KM++),5,1 2 6,2014
0.5306500812442062,Lloyds (KM++),6,0 2 5,2011
0.5305507283934703,Lloyds (KM++),8,0 1 2 3 4,2010
0.530230016931962,Lloyds (KM++),8,3 4,2014
0.5298847690152038,Lloyds (KM++),7,0 4 5 6,2013
0.5298368878943572,Lloyds (KM++),8,0 1 3 4,2010
0.5297446009237896,Lloyds (KM++),8,2 4,2014
0.5297446009237896,Lloyds (KM++),8,2 3 4 5,2014
0.5297391714255586,Lloyds (KM++),8,1 2 5,2011
0.5296948477671369,Lloyds (KM++),5,1 2 4,2016
0.5295557085710538,Lloyds (KM++),5,0 1 3 4 6,2014
0.5294983943537105,Lloyds (KM++),6,0 3 4,2012
0.5294983943537105,Lloyds (KM++),6,1 2 4 5,2012
0.5292442850590213,Lloyds (KM++),7,0 2 6,2012
0.5292442850590212,Lloyds (KM++),7,0 1 2 3,2012
0.5290801283658426,Lloyds (KM++),5,0 1 2 4 6,2013
0.5290109150931982,Lloyds (KM++),8,2 3 6,2012
0.5290044233662219,Lloyds (KM++),8,2 3,2015
0.5288590636701734,Lloyds (KM++),7,2 4 5,2015
0.5288190111511878,Lloyds (KM++),4,2 5 6,2015
0.5288190111511878,Lloyds (KM++),4,0 3 4 5,2015
0.5288190111511878,Lloyds (KM++),4,0 1 2 4 6,2015
0.5287877283712656,Lloyds (KM++),7,0 3 5,2012
0.5287586966348221,Lloyds (KM++),7,0 1 2 3 4 5,2012
0.5286974474474474,Lloyds (KM++),8,0 1 2 3 5 6,2013
0.5286941675466794,Lloyds (KM++),5,0 1 2 4 6,2015
0.5286417538801332,Lloyds (KM++),7,0 2 4 5,2010
0.5285754984692403,Lloyds (KM++),8,1,2014
0.5285421441303794,Lloyds (KM++),7,0 1,2015
0.5285000462440842,Lloyds (KM++),8,1 4,2014
0.5284363244008112,Lloyds (KM++),7,0 3 5,2011
0.5284037001897534,Lloyds (KM++),4,0 3 5,2015
0.5284037001897534,Lloyds (KM++),4,1 2 3 5,2015
0.5283896684166255,Lloyds (KM++),8,3 4 5 6,2014
0.5283412104408648,Lloyds (KM++),8,1 4 6,2010
0.5282126588008941,Lloyds (KM++),5,0 3 4 5 6,2016
0.5282126588008941,Lloyds (KM++),6,0 1 5 6,2016
0.5281321440210752,Lloyds (KM++),7,0 1 2 3 4,2013
0.5281027680019307,Lloyds (KM++),7,0 1 2 4,2014
0.5278906066608244,Lloyds (KM++),8,3 5 6,2014
0.5278709023083535,Lloyds (KM++),8,0 2 3 6,2014
0.5278460488137908,Lloyds (KM++),5,1 4,2016
0.5278460488137908,Lloyds (KM++),5,0 2 5,2016
0.5278460488137908,Lloyds (KM++),5,1 2 3 6,2016
0.5278460488137908,Lloyds (KM++),5,1 3 4 5,2016
0.5277646997279766,Lloyds (KM++),6,3 4 6,2015
0.5276814781463595,Lloyds (KM++),7,1 4 6,2015
0.5276026983249985,Lloyds (KM++),7,0 2 5,2012
0.5276026983249984,Lloyds (KM++),7,0 1 2 3 4 6,2012
0.5275842083275724,Lloyds (KM++),8,2 5,2015
0.5272348391582058,Lloyds (KM++),4,0 3 6,2013
0.5272040640164241,Lloyds (KM++),8,2 4 5,2012
0.5271812019718718,Lloyds (KM++),6,1 2,2016
0.5270892288636198,Lloyds (KM++),7,0 1 2 3 4 6,2014
0.5268466820619112,Lloyds (KM++),5,0 1 2 3 5 6,2014
0.5266203880690844,Lloyds (KM++),8,1 2 6,2015
0.5260764335976327,Lloyds (KM++),8,0 5 6,2013
0.5260566492481701,Lloyds (KM++),7,1 4,2012
0.5260441742898412,Lloyds (KM++),4,4 5,2015
0.5260190804220655,Lloyds (KM++),5,2,2015
0.5260190804220655,Lloyds (KM++),5,0 4 5,2015
0.5259488352914214,Lloyds (KM++),8,2 5,2012
0.5259262327298547,Lloyds (KM++),8,1 2 3 5,2015
0.5258583833997488,Lloyds (KM++),8,1 4,2011
0.5258493223811644,Lloyds (KM++),8,0 3 4,2012
0.5254398521914609,Lloyds (KM++),8,0 1 2 6,2012
0.5252481012865596,Lloyds (KM++),7,0 1 3 4 5,2012
0.524851058168144,Lloyds (KM++),8,0 1 2 4,2015
0.5246064900012269,Lloyds (KM++),6,0 2,2014
0.5245371304794055,Lloyds (KM++),5,1 3 4 5,2015
0.5244716282308244,Lloyds (KM++),7,3 5 6,2014
0.5244697667141326,Lloyds (KM++),8,0 5 6,2012
0.524426302114017,Lloyds (KM++),8,2 3 4 5,2011
0.5244003440943854,Lloyds (KM++),7,0 1 4 6,2013
0.5243226647425798,Lloyds (KM++),8,1 2 5,2014
0.524307339799521,Lloyds (KM++),8,0 2 4 5 6,2010
0.5242809689072405,Lloyds (KM++),7,0 1 2 4,2012
0.5241497749819127,Lloyds (KM++),6,0 1 3,2011
0.5241497749819127,Lloyds (KM++),6,0 3 5,2011
0.5241497749819127,Lloyds (KM++),6,1 3 6,2011
0.5241497749819127,Lloyds (KM++),6,0 2 3 5 6,2011
0.5241497749819127,Lloyds (KM++),6,0 2 4 5 6,2011
0.5241272980456457,Lloyds (KM++),8,0 1,2015
0.5240742590742591,Lloyds (KM++),5,0 1 2 3,2015
0.5237456874565951,Lloyds (KM++),8,1 2 4 6,2015
0.5236675407122304,Lloyds (KM++),7,0 1 3 4 5 6,2012
0.523609073602916,Lloyds (KM++),8,1 4 5,2011
0.523609073602916,Lloyds (KM++),8,0 1 2 3 5,2011
0.5233262633399433,Lloyds (KM++),7,0 1 2 5,2010
0.5231821009871236,Lloyds (KM++),8,6,2010
0.5229763401065821,Lloyds (KM++),7,6,2012
0.5229763401065821,Lloyds (KM++),7,3 4 5,2012
0.5229566830493233,Lloyds (KM++),5,0 1 3 5 6,2015
0.5228987741333718,Lloyds (KM++),6,0 1 2 4 5,2014
0.5228969803677803,Lloyds (KM++),8,0 3 4,2013
0.5228580712217076,Lloyds (KM++),5,2,2014
0.5227130757617261,Lloyds (KM++),7,0 1 6,2011
0.5225908066912405,Lloyds (KM++),8,0 1,2012
